feature,variable_name,description,bank_finalized,feature_family,transform_family,window,direction,availability_class,sensitive,sensitive_kind,leakage_status,semantic_tags
F988,MAX_ELEC_XFER_TXNS_L7D,Max Online Transfer (IMPS+NEFT+RTGS) Total Txns - last 7D,False,ELEC_XFER,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,ELEC_XFER|MAXIMUM|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F989,MAX_ELEC_XFER_TXNS_CR_L7D,Max Online Transfer (IMPS+NEFT+RTGS) Credit Txns - last 7D,False,ELEC_XFER,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|ELEC_XFER|MAXIMUM|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F990,MAX_ELEC_XFER_TXNS_DB_L7D,Max Online Transfer (IMPS+NEFT+RTGS) Debit Txns - last 7D,False,ELEC_XFER,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|ELEC_XFER|MAXIMUM|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F991,MAX_ELEC_XFER_AMT_L7D,Max Online Transfer (IMPS+NEFT+RTGS) Total Amount - last 7D,False,ELEC_XFER,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|ELEC_XFER|MAXIMUM|SHORT_WINDOW|WINDOW_L7D
F992,MAX_ELEC_XFER_AMT_CR_L7D,Max Online Transfer (IMPS+NEFT+RTGS) Credit Amount - last 7D,False,ELEC_XFER,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|ELEC_XFER|MAXIMUM|SHORT_WINDOW|WINDOW_L7D
F993,MAX_ELEC_XFER_AMT_DB_L7D,Max Online Transfer (IMPS+NEFT+RTGS) Debit Amount - last 7D,False,ELEC_XFER,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|ELEC_XFER|MAXIMUM|SHORT_WINDOW|WINDOW_L7D
F994,MAX_UPI_XFER_TXNS_L7D,Max UPI Total Txns - last 7D,False,UPI_XFER,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,MAXIMUM|SHORT_WINDOW|TRANSACTION_COUNT|UPI_XFER|WINDOW_L7D
F995,MAX_UPI_TXNS_CR_L7D,Max UPI Total Amount - last 7D,False,UPI,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|MAXIMUM|SHORT_WINDOW|UPI|WINDOW_L7D
F996,MAX_UPI_TXNS_DB_L7D,Max UPI Credit Txns - last 7D,False,UPI,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|MAXIMUM|SHORT_WINDOW|TRANSACTION_COUNT|UPI|WINDOW_L7D
F997,MAX_UPI_XFER_AMT_L7D,Max UPI Debit Txns - last 7D,False,UPI_XFER,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|MAXIMUM|SHORT_WINDOW|TRANSACTION_COUNT|UPI_XFER|WINDOW_L7D
F998,MAX_UPI_AMT_CR_L7D,Max UPI Credit Amount - last 7D,False,UPI,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|MAXIMUM|SHORT_WINDOW|UPI|WINDOW_L7D
F999,MAX_UPI_AMT_DB_L7D,Max UPI Debit Amount - last 7D,False,UPI,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|MAXIMUM|SHORT_WINDOW|UPI|WINDOW_L7D
F1000,MAX_NET_BNKING_TXNS_L7D,Max Net Banking Total Txns - last 7D,False,NET_BANKING,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,MAXIMUM|NET_BANKING|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1001,MAX_NET_BNKING_TXNS_CR_L7D,Max Net Banking Credit Txns - last 7D,False,NET_BANKING,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|MAXIMUM|NET_BANKING|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1002,MAX_NET_BNKING_TXNS_DB_L7D,Max Net Banking Debit Txns - last 7D,False,NET_BANKING,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|MAXIMUM|NET_BANKING|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1003,MAX_NET_BNKING_AMT_L7D,Max Net Banking Total Amount - last 7D,False,NET_BANKING,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|MAXIMUM|NET_BANKING|SHORT_WINDOW|WINDOW_L7D
F1004,MAX_NET_BNKING_AMT_CR_L7D,Max Net Banking Credit Amount - last 7D,False,NET_BANKING,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|MAXIMUM|NET_BANKING|SHORT_WINDOW|WINDOW_L7D
F1005,MAX_NET_BNKING_AMT_DB_L7D,Max Net Banking Debit Amount - last 7D,False,NET_BANKING,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|MAXIMUM|NET_BANKING|SHORT_WINDOW|WINDOW_L7D
F1006,MAX_MOB_BNKING_TXNS_L7D,Max Mobile Banking Total Txns - last 7D,False,MOBILE_BANKING,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,MAXIMUM|MOBILE_BANKING|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1007,MAX_MBNKING_TXNS_CR_L7D,Max Mobile Banking Total Amount - last 7D,False,MOBILE_BANKING,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|MAXIMUM|MOBILE_BANKING|SHORT_WINDOW|WINDOW_L7D
F1008,MAX_MBNKING_TXNS_DB_L7D,Max Mobile Banking Credit Txns - last 7D,False,MOBILE_BANKING,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|MAXIMUM|MOBILE_BANKING|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1009,MAX_MOB_BNKING_AMT_L7D,Max Mobile Banking Debit Txns - last 7D,False,MOBILE_BANKING,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|MAXIMUM|MOBILE_BANKING|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1010,MAX_MBNKING_AMT_CR_L7D,Max Mobile Banking Credit Amount - last 7D,False,MOBILE_BANKING,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|MAXIMUM|MOBILE_BANKING|SHORT_WINDOW|WINDOW_L7D
F1011,MAX_MBNKING_AMT_DB_L7D,Max Mobile Banking Debit Amount - last 7D,False,MOBILE_BANKING,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|MAXIMUM|MOBILE_BANKING|SHORT_WINDOW|WINDOW_L7D
F1012,MAX_POS_PYMT_TXNS_L7D,Max Merchant Payment Total Txns - last 7D,False,POS_MERCHANT,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,MAXIMUM|POS_MERCHANT|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1013,MAX_POS_PYMT_TXNS_CR_L7D,Max Merchant Payment Credit Txns - last 7D,False,POS_MERCHANT,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|MAXIMUM|POS_MERCHANT|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1014,MAX_POS_PYMT_TXNS_DB_L7D,Max Merchant Payment Debit Txns - last 7D,False,POS_MERCHANT,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|MAXIMUM|POS_MERCHANT|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1015,MAX_POS_PYMT_AMT_L7D,Max Merchant Payment Total Amount - last 7D,False,POS_MERCHANT,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|MAXIMUM|POS_MERCHANT|SHORT_WINDOW|WINDOW_L7D
F1016,MAX_POS_PYMT_AMT_CR_L7D,Max Merchant Payment Credit Amount - last 7D,False,POS_MERCHANT,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|MAXIMUM|POS_MERCHANT|SHORT_WINDOW|WINDOW_L7D
F1017,MAX_POS_PYMT_AMT_DB_L7D,Max Merchant Payment Debit Amount - last 7D,False,POS_MERCHANT,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|MAXIMUM|POS_MERCHANT|SHORT_WINDOW|WINDOW_L7D
F1018,MAX_BBPS_TXNS_L7D,Max Bharat Bill Payment System Total Txns - last 7D,False,BBPS,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,BBPS|MAXIMUM|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1019,MAX_BBPS_TXNS_CR_L7D,Max Bharat Bill Payment System Credit Txns - last 7D,False,BBPS,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,BBPS|CREDIT|MAXIMUM|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1020,MAX_BBPS_TXNS_DB_L7D,Max Bharat Bill Payment System Debit Txns - last 7D,False,BBPS,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,BBPS|DEBIT|MAXIMUM|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1021,MAX_BBPS_AMT_L7D,Max Bharat Bill Payment System Total Amount - last 7D,False,BBPS,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|BBPS|MAXIMUM|SHORT_WINDOW|WINDOW_L7D
F1022,MAX_BBPS_AMT_CR_L7D,Max Bharat Bill Payment System Credit Amount - last 7D,False,BBPS,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|BBPS|CREDIT|MAXIMUM|SHORT_WINDOW|WINDOW_L7D
F1023,MAX_BBPS_AMT_DB_L7D,Max Bharat Bill Payment System Debit Amount - last 7D,False,BBPS,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|BBPS|DEBIT|MAXIMUM|SHORT_WINDOW|WINDOW_L7D
F1024,MAX_APB_TXNS_L7D,Max Aadhar Payment Bridge Total Txns - last 7D,False,AADHAAR_PAYMENT_BRIDGE,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|MAXIMUM|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1025,MAX_APB_TXNS_CR_L7D,Max Aadhar Payment Bridge Credit Txns - last 7D,False,AADHAAR_PAYMENT_BRIDGE,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|CREDIT|MAXIMUM|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1026,MAX_APB_TXNS_DB_L7D,Max Aadhar Payment Bridge Debit Txns - last 7D,False,AADHAAR_PAYMENT_BRIDGE,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|DEBIT|MAXIMUM|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1027,MAX_APB_AMT_L7D,Max Aadhar Payment Bridge Total Amount - last 7D,False,AADHAAR_PAYMENT_BRIDGE,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AMOUNT|MAXIMUM|SHORT_WINDOW|WINDOW_L7D
F1028,MAX_APB_AMT_CR_L7D,Max Aadhar Payment Bridge Credit Amount - last 7D,False,AADHAAR_PAYMENT_BRIDGE,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AMOUNT|CREDIT|MAXIMUM|SHORT_WINDOW|WINDOW_L7D
F1029,MAX_APB_AMT_DB_L7D,Max Aadhar Payment Bridge Debit Amount - last 7D,False,AADHAAR_PAYMENT_BRIDGE,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AMOUNT|DEBIT|MAXIMUM|SHORT_WINDOW|WINDOW_L7D
F1030,MAX_LOAN_TXNS_L7D,Max Loan Total Txns - last 7D,False,LOAN,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,LOAN|MAXIMUM|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1031,MAX_LOAN_TXNS_CR_L7D,Max Loan Credit Txns - last 7D,False,LOAN,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|LOAN|MAXIMUM|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1032,MAX_LOAN_TXNS_DB_L7D,Max Loan Debit Txns - last 7D,False,LOAN,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|LOAN|MAXIMUM|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7D
F1033,MAX_LOAN_AMT_L7D,Max Loan Total Amount - last 7D,False,LOAN,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|LOAN|MAXIMUM|SHORT_WINDOW|WINDOW_L7D
F1034,MAX_LOAN_AMT_CR_L7D,Max Loan Credit Amount - last 7D,False,LOAN,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|LOAN|MAXIMUM|SHORT_WINDOW|WINDOW_L7D
F1035,MAX_LOAN_AMT_DB_L7D,Max Loan Debit Amount - last 7D,False,LOAN,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|LOAN|MAXIMUM|SHORT_WINDOW|WINDOW_L7D
F1036,MAX_STDNG_INSTR_L7D,Max Standing Instruction Total Txns - last 7D,False,STANDING_INSTRUCTION,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,MAXIMUM|SHORT_WINDOW|STANDING_INSTRUCTION|TRANSACTION_COUNT|WINDOW_L7D
F1037,MAX_STDNG_INSTR_CR_TXNS_L7D,Max Standing Instruction Credit Txns - last 7D,False,STANDING_INSTRUCTION,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|MAXIMUM|SHORT_WINDOW|STANDING_INSTRUCTION|TRANSACTION_COUNT|WINDOW_L7D
F1038,MAX_STDNG_INSTR_DB_TXNS_L7D,Max Standing Instruction Debit Txns - last 7D,False,STANDING_INSTRUCTION,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|MAXIMUM|SHORT_WINDOW|STANDING_INSTRUCTION|TRANSACTION_COUNT|WINDOW_L7D
F1039,MAX_STDNG_INSTR_AMT_L7D,Max Standing Instruction Total Amount - last 7D,False,STANDING_INSTRUCTION,MAXIMUM,L7D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|MAXIMUM|SHORT_WINDOW|STANDING_INSTRUCTION|WINDOW_L7D
F1040,MAX_STDNG_INSTR_AMT_CR_L7D,Max Standing Instruction Credit Amount - last 7D,False,STANDING_INSTRUCTION,MAXIMUM,L7D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|MAXIMUM|SHORT_WINDOW|STANDING_INSTRUCTION|WINDOW_L7D
F1041,MAX_STDNG_INSTR_AMT_DB_L7D,Max Standing Instruction Debit Amount - last 7D,False,STANDING_INSTRUCTION,MAXIMUM,L7D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|MAXIMUM|SHORT_WINDOW|STANDING_INSTRUCTION|WINDOW_L7D
F1042,MAX_CASH_TXNS_L14D,Max Cash Total Txns - last 14D,False,CASH,MAXIMUM,L14D,BOTH,BEHAVIORAL,False,,SAFE,CASH|MAXIMUM|TRANSACTION_COUNT|WINDOW_L14D
F1043,MAX_CASH_TXNS_CR_L14D,Max Cash Credit Txns - last 14D,False,CASH,MAXIMUM,L14D,CREDIT,BEHAVIORAL,False,,SAFE,CASH|CREDIT|MAXIMUM|TRANSACTION_COUNT|WINDOW_L14D
F1044,MAX_CASH_TXNS_DB_L14D,Max Cash Debit Txns - last 14D,False,CASH,MAXIMUM,L14D,DEBIT,BEHAVIORAL,False,,SAFE,CASH|DEBIT|MAXIMUM|TRANSACTION_COUNT|WINDOW_L14D
F1045,MAX_CASH_AMT_L14D,Max Cash Total Amount - last 14D,False,CASH,MAXIMUM,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|CASH|MAXIMUM|WINDOW_L14D
F1046,MAX_CASH_AMT_CR_L14D,Max Cash Credit Amount - last 14D,False,CASH,MAXIMUM,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CASH|CREDIT|MAXIMUM|WINDOW_L14D
F1047,MAX_CASH_AMT_DB_L14D,Max Cash Debit Amount - last 14D,False,CASH,MAXIMUM,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|CASH|DEBIT|MAXIMUM|WINDOW_L14D
F1048,MAX_CHQ_TXNS_L14D,Max Cheque Total Txns - last 14D,False,CHEQUE,MAXIMUM,L14D,BOTH,BEHAVIORAL,False,,SAFE,CHEQUE|MAXIMUM|TRANSACTION_COUNT|WINDOW_L14D
F1049,MAX_CHQ_TXNS_CR_L14D,Max Cheque Credit Txns - last 14D,False,CHEQUE,MAXIMUM,L14D,CREDIT,BEHAVIORAL,False,,SAFE,CHEQUE|CREDIT|MAXIMUM|TRANSACTION_COUNT|WINDOW_L14D
F1050,MAX_CHQ_TXNS_DB_L14D,Max Cheque Debit Txns - last 14D,False,CHEQUE,MAXIMUM,L14D,DEBIT,BEHAVIORAL,False,,SAFE,CHEQUE|DEBIT|MAXIMUM|TRANSACTION_COUNT|WINDOW_L14D
F1051,MAX_CHQ_AMT_L14D,Max Cheque Total Amount - last 14D,False,CHEQUE,MAXIMUM,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|CHEQUE|MAXIMUM|WINDOW_L14D
F1052,MAX_CHQ_AMT_CR_L14D,Max Cheque Credit Amount - last 14D,False,CHEQUE,MAXIMUM,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CHEQUE|CREDIT|MAXIMUM|WINDOW_L14D
F1053,MAX_CHQ_AMT_DB_L14D,Max Cheque Debit Amount - last 14D,False,CHEQUE,MAXIMUM,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|CHEQUE|DEBIT|MAXIMUM|WINDOW_L14D
F1054,MAX_NON_CASH_CHQ_TXNS_L14D,Max Non Cash Non Cheque Total Txns - last 14D,False,NON_CASH_CHQ,MAXIMUM,L14D,BOTH,BEHAVIORAL,False,,SAFE,MAXIMUM|NON_CASH_CHQ|TRANSACTION_COUNT|WINDOW_L14D
F1055,MAX_NON_CASH_CHQ_TXNS_CR_L14D,Max Non Cash Non Cheque Credit Txns - last 14D,False,NON_CASH_CHQ,MAXIMUM,L14D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|MAXIMUM|NON_CASH_CHQ|TRANSACTION_COUNT|WINDOW_L14D
F1056,MAX_NON_CASH_CHQ_TXNS_DB_L14D,Max Non Cash Non Cheque Debit Txns - last 14D,False,NON_CASH_CHQ,MAXIMUM,L14D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|MAXIMUM|NON_CASH_CHQ|TRANSACTION_COUNT|WINDOW_L14D
F1057,MAX_NON_CASH_CHQ_AMT_L14D,Max Non Cash Non Cheque Total Amount - last 14D,False,NON_CASH_CHQ,MAXIMUM,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|MAXIMUM|NON_CASH_CHQ|WINDOW_L14D
F1058,MAX_NON_CASH_CHQ_AMT_CR_L14D,Max Non Cash Non Cheque Credit Amount - last 14D,False,NON_CASH_CHQ,MAXIMUM,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|MAXIMUM|NON_CASH_CHQ|WINDOW_L14D
F1059,MAX_NON_CASH_CHQ_AMT_DB_L14D,Max Non Cash Non Cheque Debit Amount - last 14D,False,NON_CASH_CHQ,MAXIMUM,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|MAXIMUM|NON_CASH_CHQ|WINDOW_L14D
F1060,MAX_CI_NON_CASH_CHQ_TXNS_L14D,Max Customer Induced Non Cash Non Cheque Total Txns - last 14D,False,NON_CASH_CHQ,MAXIMUM,L14D,BOTH,BEHAVIORAL,False,,SAFE,MAXIMUM|NON_CASH_CHQ|TRANSACTION_COUNT|WINDOW_L14D
F1061,MAX_CI_NON_CASH_CHQ_TXNS_CR_L14D,Max Customer Induced Non Cash Non Cheque Credit Txns - last 14D,False,NON_CASH_CHQ,MAXIMUM,L14D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|MAXIMUM|NON_CASH_CHQ|TRANSACTION_COUNT|WINDOW_L14D
F1062,MAX_CI_NON_CASH_CHQ_TXNS_DB_L14D,Max Customer Induced Non Cash Non Cheque Debit Txns - last 14D,False,NON_CASH_CHQ,MAXIMUM,L14D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|MAXIMUM|NON_CASH_CHQ|TRANSACTION_COUNT|WINDOW_L14D
F1063,MAX_CI_NON_CASH_CHQ_AMT_L14D,Max Customer Induced Non Cash Non Cheque Total Amount - last 14D,False,NON_CASH_CHQ,MAXIMUM,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|MAXIMUM|NON_CASH_CHQ|WINDOW_L14D
F1064,MAX_CI_NON_CASH_CHQ_AMT_CR_L14D,Max Customer Induced Non Cash Non Cheque Credit Amount - last 14D,False,NON_CASH_CHQ,MAXIMUM,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|MAXIMUM|NON_CASH_CHQ|WINDOW_L14D
F1065,MAX_CI_NON_CASH_CHQ_AMT_DB_L14D,Max Customer Induced Non Cash Non Cheque Debit Amount - last 14D,False,NON_CASH_CHQ,MAXIMUM,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|MAXIMUM|NON_CASH_CHQ|WINDOW_L14D
F1066,MAX_CI_TXNS_L14D,Max Customer Induced Total Txns - last 14D,False,CASH_INTENSIVE,MAXIMUM,L14D,BOTH,BEHAVIORAL,False,,SAFE,CASH_INTENSIVE|MAXIMUM|TRANSACTION_COUNT|WINDOW_L14D
F1067,MAX_CI_TXNS_CR_L14D,Max Customer Induced Credit Txns - last 14D,False,CASH_INTENSIVE,MAXIMUM,L14D,CREDIT,BEHAVIORAL,False,,SAFE,CASH_INTENSIVE|CREDIT|MAXIMUM|TRANSACTION_COUNT|WINDOW_L14D
F1068,MAX_CI_TXNS_DB_L14D,Max Customer Induced Debit Txns - last 14D,False,CASH_INTENSIVE,MAXIMUM,L14D,DEBIT,BEHAVIORAL,False,,SAFE,CASH_INTENSIVE|DEBIT|MAXIMUM|TRANSACTION_COUNT|WINDOW_L14D
F1069,MAX_CI_AMT_L14D,Max Customer Induced Total Amount - last 14D,False,CASH_INTENSIVE,MAXIMUM,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|CASH_INTENSIVE|MAXIMUM|WINDOW_L14D
F1070,MAX_CI_AMT_CR_L14D,Max Customer Induced Credit Amount - last 14D,False,CASH_INTENSIVE,MAXIMUM,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CASH_INTENSIVE|CREDIT|MAXIMUM|WINDOW_L14D
F1071,MAX_CI_AMT_DB_L14D,Max Customer Induced Debit Amount - last 14D,False,CASH_INTENSIVE,MAXIMUM,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|CASH_INTENSIVE|DEBIT|MAXIMUM|WINDOW_L14D
F1072,MAX_ATM_TXNS_L14D,Max ATM Total Txns - last 14D,False,ATM,MAXIMUM,L14D,BOTH,BEHAVIORAL,False,,SAFE,ATM|MAXIMUM|TRANSACTION_COUNT|WINDOW_L14D
F1073,MAX_ATM_TXNS_CR_L14D,Max ATM Credit Txns - last 14D,False,ATM,MAXIMUM,L14D,CREDIT,BEHAVIORAL,False,,SAFE,ATM|CREDIT|MAXIMUM|TRANSACTION_COUNT|WINDOW_L14D
F1074,MAX_ATM_TXNS_DB_L14D,Max ATM Debit Txns - last 14D,False,ATM,MAXIMUM,L14D,DEBIT,BEHAVIORAL,False,,SAFE,ATM|DEBIT|MAXIMUM|TRANSACTION_COUNT|WINDOW_L14D
F1075,MAX_ATM_AMT_L14D,Max ATM Total Amount - last 14D,False,ATM,MAXIMUM,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|ATM|MAXIMUM|WINDOW_L14D
F1076,MAX_ATM_AMT_CR_L14D,Max ATM Credit Amount - last 14D,False,ATM,MAXIMUM,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|ATM|CREDIT|MAXIMUM|WINDOW_L14D
F1077,MAX_ATM_AMT_DB_L14D,Max ATM Debit Amount - last 14D,False,ATM,MAXIMUM,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|ATM|DEBIT|MAXIMUM|WINDOW_L14D
F1078,MAX_BI_FEES_CHRGS_TXNS_L14D,Max Bank Induced Fees Charges Total Txns - last 14D,False,FEES_AND_CHARGES,MAXIMUM,L14D,BOTH,BEHAVIORAL,False,,SAFE,FEES_AND_CHARGES|MAXIMUM|TRANSACTION_COUNT|WINDOW_L14D
F1079,MAX_BI_FEES_CHRGS_TXNS_CR_L14D,Max Bank Induced Fees Charges Credit Txns - last 14D,False,FEES_AND_CHARGES,MAXIMUM,L14D,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|FEES_AND_CHARGES|MAXIMUM|TRANSACTION_COUNT|WINDOW_L14D
F1080,MAX_BI_FEES_CHRGS_TXNS_DB_L14D,Max Bank Induced Fees Charges Debit Txns - last 14D,False,FEES_AND_CHARGES,MAXIMUM,L14D,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|FEES_AND_CHARGES|MAXIMUM|TRANSACTION_COUNT|WINDOW_L14D
F1081,MAX_BI_FEES_CHRGS_AMT_L14D,Max Bank Induced Fees Charges Total Amount - last 14D,False,FEES_AND_CHARGES,MAXIMUM,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|FEES_AND_CHARGES|MAXIMUM|WINDOW_L14D
F1082,MAX_BI_FEES_CHRGS_AMT_CR_L14D,Max Bank Induced Fees Charges Credit Amount - last 14D,False,FEES_AND_CHARGES,MAXIMUM,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|FEES_AND_CHARGES|MAXIMUM|WINDOW_L14D
F1083,MAX_BI_FEES_CHRGS_AMT_DB_L14D,Max Bank Induced Fees Charges Debit Amount - last 14D,False,FEES_AND_CHARGES,MAXIMUM,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|FEES_AND_CHARGES|MAXIMUM|WINDOW_L14D
F1084,MAX_CI_FEES_CHRGS_TXNS_L14D,Max Customer Induced Fees Charges Total Txns - last 14D,False,FEES_AND_CHARGES,MAXIMUM,L14D,BOTH,BEHAVIORAL,False,,SAFE,FEES_AND_CHARGES|MAXIMUM|TRANSACTION_COUNT|WINDOW_L14D
