feature,dtype,n_missing,missing_rate,n_unique,is_constant,top_value_share,is_quasi_constant,zero_rate,min,max,mean,std,q01,q25,q50,q75,q99,is_integer_valued,top_values,content_hash,duplicate_of
F1290,Float64,16,0.001762,2,false,0.896426,false,0.896426,0.0,1.0,0.10357379219060225,0.3047068456104329,0.0,0.0,0.0,0.0,1.0,true,0.0:8127; 1.0:939,787493dc8529fb76e44bffb13d8ccdfd0f0639036dde958c506fd1aea3d14b13,F964
F1291,Float64,16,0.001762,70,false,0.896426,false,0.896426,0.0,20011.8,883.7463798808735,2962.7841727143455,0.0,0.0,0.0,0.0,15000.0,false,,87ef0d02fb643b1a4eb485efc0b6f0414d542d0eadec800d5f52973e99934374,F967
F1292,Float64,16,0.001762,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9066,a057504a7edb57157a44f3a88c8242f39b54e60dfbc13e67b6e20a11d95da8b4,F616
F1293,Float64,16,0.001762,70,false,0.896426,false,0.896426,0.0,20011.8,883.7463798808735,2962.7841727143455,0.0,0.0,0.0,0.0,15000.0,false,,87ef0d02fb643b1a4eb485efc0b6f0414d542d0eadec800d5f52973e99934374,F967
F1294,Float64,16,0.001762,2,false,0.904919,false,0.904919,0.0,1.0,0.09508052062651666,0.29332612434610594,0.0,0.0,0.0,0.0,1.0,true,0.0:8204; 1.0:862,867bbb0ef1b41fd65e9525f28a7a5b3fd5899af2028f7994db458d79bfb82fd3,F970
F1295,Float64,16,0.001762,2,false,0.999228,true,0.999228,0.0,1.0,0.000772115596735054,0.02777623866257511,0.0,0.0,0.0,0.0,0.0,true,0.0:9059; 1.0:7,3ebf2a76dcad8815b73883261a6b833e6afdc3aee31367c6da1c54e9e8b84d0c,F971
F1296,Float64,16,0.001762,2,false,0.905361,false,0.905361,0.0,1.0,0.09463931171409662,0.2927160952055399,0.0,0.0,0.0,0.0,1.0,true,0.0:8208; 1.0:858,e4b1b6af7b0c43f4fb7a6a6eb9de59c4774f4b71cdf56ab3a027a13fe8aa0f56,F972
F1297,Float64,16,0.001762,233,false,0.904919,false,0.904919,0.0,713367.0,730.4852305316568,16484.974822442673,0.0,0.0,0.0,0.0,2100.0,false,,469a48925c0a64d6264dbd506177d576bf7b9f41ba8d08869b0117c3210df8d5,F973
F1298,Float64,16,0.001762,7,false,0.999228,true,0.999228,0.0,713367.0,164.83770350761085,10604.089492412633,0.0,0.0,0.0,0.0,0.0,false,0.0:9059; 713367.0:2; 36000.0:1; 4838.27:1; 354.0:1,662b6c1e54c8c1e52f4db50dc7323ef0b3c79857e6b9880ec04a4ee187cb8a93,F974
F1299,Float64,16,0.001762,229,false,0.905361,false,0.905361,0.0,708507.4,568.4939730862563,12631.50452270826,0.0,0.0,0.0,0.0,1780.500000000011,false,,a25af3d82f0ff81d82be5f5c6d7e5be26d0b2a6dc183169377057f522075add5,F975
F1300,Float64,16,0.001762,2,false,0.873483,false,0.873483,0.0,1.0,0.12651665563644385,0.3324307318570492,0.0,0.0,0.0,0.0,1.0,true,0.0:7919; 1.0:1147,4f4a4b40503a515812719bab32a6a4e51d1c6495db7e9c81532ff72c50580ded,F976
F1301,Float64,16,0.001762,2,false,0.995588,true,0.995588,0.0,1.0,0.004412089124200309,0.06627686318588429,0.0,0.0,0.0,0.0,0.0,true,0.0:9026; 1.0:40,9604af72cc1aedcb5ad606875418720ea33fcd0bba31d68d2632173408519890,F977
F1302,Float64,16,0.001762,2,false,0.877234,false,0.877234,0.0,1.0,0.12276637988087359,0.32816885265335377,0.0,0.0,0.0,0.0,1.0,true,0.0:7953; 1.0:1113,bee2d9ea66da5094476b46b54839e2bbb92596b75ae5259a3cd87461a9638610,F978
F1303,Float64,16,0.001762,140,false,0.873483,false,0.873483,0.0,2500000.0,925.1014736377674,30542.422869063466,0.0,0.0,0.0,0.0,3540.0,false,,2c7c3dcd84a00609992ba09b9b2c44d3a8e307c22b0f927c33b4326fd1ac67f3,F979
F1304,Float64,16,0.001762,35,false,0.995588,true,0.995588,0.0,2500000.0,628.0406265166557,27809.037358581616,0.0,0.0,0.0,0.0,0.0,false,,34172fe61782d26c4607a69afa75a9bb61d47f6ef888442e6c2a881201f580c8,F980
F1305,Float64,16,0.001762,117,false,0.877234,false,0.877234,0.0,1000000.0,330.4352283256122,13029.853773239,0.0,0.0,0.0,0.0,1587.7800000000068,false,,88df84dd1776e26add2e580b782e53914b42593cb4a175c485b165625daf6a35,F981
F1306,Float64,16,0.001762,2,false,0.947827,false,0.947827,0.0,1.0,0.052172953893668654,0.22237566588023472,0.0,0.0,0.0,0.0,1.0,true,0.0:8593; 1.0:473,fb283857afc6e5dbfae7985a22a5f6b9ccfc996e4fcb426adf41a124e7f0980a,F982
F1307,Float64,16,0.001762,2,false,0.994926,true,0.994926,0.0,1.0,0.0050739024928303554,0.07105039061344845,0.0,0.0,0.0,0.0,0.0,true,0.0:9020; 1.0:46,8bd5eb3f8db8d4875a804f7840f6a957326aee64a392ee3c6415be92dff090fb,F983
F1308,Float64,16,0.001762,2,false,0.951798,false,0.951798,0.0,1.0,0.04820207368188838,0.21419298255231,0.0,0.0,0.0,0.0,1.0,true,0.0:8629; 1.0:437,c0bef23a2ffcb7b69f9489065d74b44ace7d13d587a83aa1e0aafccdf25e3fee,F984
F1309,Float64,16,0.001762,290,false,0.947827,false,0.947827,0.0,47588317.0,33236.57605448929,810449.7448308116,0.0,0.0,0.0,0.0,250081.90000000008,false,,5195c9d09e9a23aef66ab2ab2b0e2cae947a5aba8939c0c9da8f59869df5b262,F985
F1310,Float64,16,0.001762,40,false,0.994926,true,0.994926,0.0,3495808.0,2311.8031105228324,62580.631243879034,0.0,0.0,0.0,0.0,0.0,true,,859b560c2f62c0ec96a958b92116e009a9d80b2154dd533529d929c492d65289,F986
F1311,Float64,16,0.001762,266,false,0.951798,false,0.951798,0.0,47588317.0,31102.207975954112,808155.3141247769,0.0,0.0,0.0,0.0,129864.50000000179,false,,4b96b5862af87d487f33c96b638a5c4f692731aa9bd37d2754446dbb35aba87e,F987
F1312,Float64,16,0.001762,2,false,0.667439,false,0.332561,0.0,1.0,0.6674387822634017,0.47113082492461594,0.0,0.0,1.0,1.0,1.0,true,1.0:6051; 0.0:3015,41bc0929c4991896b729f3a597f474223bcf17e7d0527f4571d22713d76253a3,
F1313,Float64,16,0.001762,2,false,0.590338,false,0.409662,0.0,1.0,0.5903375248180013,0.49177142211575997,0.0,0.0,1.0,1.0,1.0,true,1.0:5352; 0.0:3714,b00af3f6afa4ca288fd5dd75cac4fbebdf71c3fc15c39fcc95cc08068ae198ee,
F1314,Float64,16,0.001762,2,false,0.658394,false,0.658394,0.0,1.0,0.3416060004412089,0.4742481849240645,0.0,0.0,0.0,1.0,1.0,true,0.0:5969; 1.0:3097,25507c4bff02fc0129fe5c399d0953bfe572dfb47b68dd53e7f89ee62d82d9c0,
F1315,Float64,16,0.001762,3080,false,0.322855,false,0.322855,0.0,7211345015.0,3690918.044590778,88963311.2185997,0.0,0.0,50000.0,332751.295,33992780.84,false,,7ed8e296aad656ebd1d4bde06160644bf4c6a7421f51049a91f33769aff2d045,
F1316,Float64,16,0.001762,2920,false,0.409552,false,0.409552,0.0,7211345015.0,2937680.86060225,86946268.41073091,0.0,0.0,19394.0,188078.0,20000000.0,false,,0bca2f83757931fca6de71c0c2a978a825160e7f2e0e1beed894a96bfb6c4a70,
F1317,Float64,16,0.001762,1291,false,0.656188,false,0.656188,0.0,2420000000.0,1895939.435894551,34560927.00003924,0.0,0.0,0.0,100008.5,19870000.000000075,false,,0382e3f4c55efa56a59371f255168df3a9fe7bfa06bf2a6046899262eed8bd4a,
F1318,Float64,16,0.001762,2,false,0.641738,false,0.358262,0.0,1.0,0.6417383631149349,0.47948955819861067,0.0,0.0,1.0,1.0,1.0,true,1.0:5818; 0.0:3248,f1dd4d661d2fb7ebff827787fe4789122b856fd5bc10215655002297de34d992,
F1319,Float64,16,0.001762,2,false,0.62773,false,0.37227,0.0,1.0,0.6277299801455989,0.48340981803435157,0.0,0.0,1.0,1.0,1.0,true,1.0:5691; 0.0:3375,c8e63f60ebffa6cfa72e87922e1f69d787dc8b6e832020461a2efed3223ec1ff,
F1320,Float64,16,0.001762,2,false,0.628612,false,0.371388,0.0,1.0,0.628612397970439,0.48317579729151733,0.0,0.0,1.0,1.0,1.0,true,1.0:5699; 0.0:3367,9aa5fb2ba81d6017e32e0170a472090f742131bcec9b92bbbe067ddf72a99647,
F1321,Float64,16,0.001762,1757,false,0.269358,false,0.269358,0.0,2400227.0,43043.80391242003,56287.24010191289,0.0,0.0,29999.0,64998.5,200000.0,false,,a82050c125f22711038228c2ed3d6129c2eaf5fa7fcc588f3de37002454a6294,
F1322,Float64,16,0.001762,1205,false,0.370836,false,0.370836,0.0,2400227.0,22837.233385175383,40199.7345714907,0.0,0.0,7100.0,40000.0,100000.0,false,,f5b6f3e5a389ea6ee5a19c5cf1e5babf165d8bdb72af05b2b08e4593130f9074,
F1323,Float64,16,0.001762,1347,false,0.363887,false,0.363887,0.0,564234.0,33928.88184866535,49416.295721494236,0.0,0.0,15500.0,50000.0,200000.0,false,,39c0c5af024d1586c6605e0b85a8e278bff433b06481dc5ae8f43e19d448e842,
F1324,Float64,16,0.001762,2,false,0.50717,false,0.50717,0.0,1.0,0.4928303551731745,0.4999485935504341,0.0,0.0,0.0,1.0,1.0,true,0.0:4598; 1.0:4468,bbd7a5b832bdf5d7a718a8050d17cffc0eca8ff8b6c20a1fc772758ad818e4f7,
F1325,Float64,16,0.001762,2,false,0.556806,false,0.556806,0.0,1.0,0.44319435252592104,0.4967626379016951,0.0,0.0,0.0,1.0,1.0,true,0.0:5048; 1.0:4018,27369ae539dabf792453f6f4879f7bb4559dfd77729968ad353816ec0a3a923b,
F1326,Float64,16,0.001762,2,false,0.885727,false,0.885727,0.0,1.0,0.114273108316788,0.3181426803061916,0.0,0.0,0.0,0.0,1.0,true,0.0:8030; 1.0:1036,df755edf7ea146466197d0128f878e9d8907b0b0917c113ab4e6ed6b3a18f009,
F1327,Float64,16,0.001762,2680,false,0.506728,false,0.506728,0.0,7211345015.0,3368324.2489907346,88673832.58229205,0.0,0.0,0.0,200000.0,30000000.0,false,,cd2fba5826f3eefcb93db881309a2b4d00019cc67b10843bf033367e3cdc658d,
F1328,Float64,16,0.001762,2528,false,0.556695,false,0.556695,0.0,7211345015.0,2920205.234317229,86946826.22336161,0.0,0.0,0.0,112427.0,20000000.0,false,,7b7cdeff0ce3c7644dbe1e6f2d0bfe2ba8b78b1b7fbe27eeaebd7233c3bf3a61,
F1329,Float64,16,0.001762,612,false,0.885617,false,0.885617,0.0,2420000000.0,1005905.085536069,29762439.81562771,0.0,0.0,0.0,0.0,7677710.200000012,false,,b1ff286934c18312a4e4d777ca5a58d2a6cb25f1351befc3f0cd78f0f69cda68,
F1330,Float64,16,0.001762,2,false,0.857931,false,0.857931,0.0,1.0,0.14206926979924994,0.34912117148342336,0.0,0.0,0.0,0.0,1.0,true,0.0:7778; 1.0:1288,e5a8ce3207737ed6ae3c0dad9445cd93d33ceed3a3e83949cd2ff98a9ce5754c,
F1331,Float64,16,0.001762,2,false,0.936797,false,0.936797,0.0,1.0,0.06320317670416943,0.24332804022280488,0.0,0.0,0.0,0.0,1.0,true,0.0:8493; 1.0:573,16c9fdfccb9fac7d04611afd9957218267122853c2b89b0aa8dfd83066ec0125,
F1332,Float64,16,0.001762,2,false,0.886609,false,0.886609,0.0,1.0,0.11339069049194794,0.317069774342663,0.0,0.0,0.0,0.0,1.0,true,0.0:8038; 1.0:1028,d2331e8c3fcd53c362bb8b5002358422f817d6aa9dedfa5423cd21cea2b26db7,
F1333,Float64,16,0.001762,544,false,0.856497,false,0.856497,0.0,10000000.0,38608.70326163688,217022.86690102282,0.0,0.0,0.0,0.0,1000000.0,false,,64f0f2eaf3d760998aee4e2c1939e72720d8889cdc0bff78cbc54f402cac0231,
F1334,Float64,16,0.001762,271,false,0.936687,false,0.936687,0.0,10000000.0,12115.481814471652,154814.75675968715,0.0,0.0,0.0,0.0,288813.1000000007,false,,145bb1abbf239b7167f12c29d185a355b0b087d0edeefab8a74fa3306c91de42,
F1335,Float64,16,0.001762,466,false,0.885837,false,0.885837,0.0,6500000.0,31614.066720714756,176426.6867912366,0.0,0.0,0.0,0.0,949220.0000000005,false,,44e96fcae0bb1db0e9196da05202c195c5e3fb80ab81b483f507d66cc78c0a2a,
F1336,Float64,16,0.001762,2,false,0.974741,false,0.974741,0.0,1.0,0.02525921023604677,0.15691138433618498,0.0,0.0,0.0,0.0,1.0,true,0.0:8837; 1.0:229,6aded7ff3bb7f86e952a47f9a2945cf911c31447bb88bb1e3c27dde91beaf749,F1012
F1337,Float64,16,0.001762,2,false,0.999779,true,0.999779,0.0,1.0,0.00022060445621001543,0.01485112082921406,0.0,0.0,0.0,0.0,0.0,true,0.0:9064; 1.0:2,37478cc52c41cb5834b28df6a092f80c048c354ce77e830c2b1155b060ce6f78,F1013
F1338,Float64,16,0.001762,2,false,0.974741,false,0.974741,0.0,1.0,0.02525921023604677,0.15691138433618498,0.0,0.0,0.0,0.0,1.0,true,0.0:8837; 1.0:229,6aded7ff3bb7f86e952a47f9a2945cf911c31447bb88bb1e3c27dde91beaf749,F1012
F1339,Float64,16,0.001762,172,false,0.974741,false,0.974741,0.0,50000.0,262.75789322744316,2751.5914363329916,0.0,0.0,0.0,0.0,6830.0,false,,7b24ea9987e291b4416c78e946a01067add8456e1a345b5128f15e919f30fe36,F1015
F1340,Float64,16,0.001762,3,false,0.999779,true,0.999779,0.0,24875.76,2.964456210015442,262.08360997025704,0.0,0.0,0.0,0.0,0.0,false,0.0:9064; 2000.0:1; 24875.76:1,4f05c400c2345703110a495567d642f3308a74a42362cbf8a0f8b42a5e68401c,F1016
F1341,Float64,16,0.001762,172,false,0.974741,false,0.974741,0.0,50000.0,262.75789322744316,2751.5914363329916,0.0,0.0,0.0,0.0,6830.0,false,,7b24ea9987e291b4416c78e946a01067add8456e1a345b5128f15e919f30fe36,F1015
F1342,Float64,16,0.001762,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9066,a057504a7edb57157a44f3a88c8242f39b54e60dfbc13e67b6e20a11d95da8b4,F616
F1343,Float64,16,0.001762,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9066,a057504a7edb57157a44f3a88c8242f39b54e60dfbc13e67b6e20a11d95da8b4,F616
F1344,Float64,16,0.001762,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9066,a057504a7edb57157a44f3a88c8242f39b54e60dfbc13e67b6e20a11d95da8b4,F616
F1345,Float64,16,0.001762,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9066,a057504a7edb57157a44f3a88c8242f39b54e60dfbc13e67b6e20a11d95da8b4,F616
F1346,Float64,16,0.001762,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9066,a057504a7edb57157a44f3a88c8242f39b54e60dfbc13e67b6e20a11d95da8b4,F616
F1347,Float64,16,0.001762,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9066,a057504a7edb57157a44f3a88c8242f39b54e60dfbc13e67b6e20a11d95da8b4,F616
F1348,Float64,16,0.001762,2,false,0.991838,true,0.991838,0.0,1.0,0.00816236487977057,0.0899763339958906,0.0,0.0,0.0,0.0,0.0,true,0.0:8992; 1.0:74,bb9ff55b17c99abbdd57a212eb45a9ff920a85cd337b5b6e9e0aec054eb503f3,F1024
F1349,Float64,16,0.001762,2,false,0.991948,true,0.991948,0.0,1.0,0.008052062651665564,0.08937128699263101,0.0,0.0,0.0,0.0,0.0,true,0.0:8993; 1.0:73,d26febf9dc9ba801cbb43ec92544b2bc1e82f6739ba63155abdaf8f1a548fe0e,F1025
F1350,Float64,16,0.001762,2,false,0.99989,true,0.99989,0.0,1.0,0.00011030222810500772,0.010501907518326505,0.0,0.0,0.0,0.0,0.0,true,0.0:9065; 1.0:1,3b170abc4461db08185746e11ac94b6363c59d9c3016e4547778ede0216ba8fa,F1026
F1351,Float64,16,0.001762,52,false,0.991838,true,0.991838,0.0,75000.0,41.64299360247077,1475.5440176218824,0.0,0.0,0.0,0.0,0.0,false,,bc8236c4fa20407dc13179606005ec2c77fe358713f8611d5bb291a989b98bfc,F1027
F1352,Float64,16,0.001762,51,false,0.991948,true,0.991948,0.0,75000.0,41.532770791969995,1475.5098008336527,0.0,0.0,0.0,0.0,0.0,false,,2d0971554e6c7c59c214e534f4e5f6c8939f019aebb6012f68b913ceea1ce762,F1028
F1353,Float64,16,0.001762,2,false,0.99989,true,0.99989,0.0,999.28,0.11022281050077211,10.49434614491331,0.0,0.0,0.0,0.0,0.0,false,0.0:9065; 999.28:1,9e6ab07e4f1f152a9b56307fc07b84bcfb434dd330563f76f91ac9d98adb56f4,F1029
F1354,Float64,16,0.001762,2,false,0.888264,false,0.888264,0.0,1.0,0.11173615707037282,0.3150415659456984,0.0,0.0,0.0,0.0,1.0,true,0.0:8053; 1.0:1013,4b81c5455965038b3fb80878fb0844f40a4ab2b4b94eebf13021188e6d4e6cb7,
F1355,Float64,16,0.001762,2,false,0.969005,false,0.969005,0.0,1.0,0.030994926097507168,0.17330389682207736,0.0,0.0,0.0,0.0,1.0,true,0.0:8785; 1.0:281,4983dd9b4fd394738231740d5f895adf53135aadff65955184906c2b4d0c75dc,
F1356,Float64,16,0.001762,2,false,0.910545,false,0.910545,0.0,1.0,0.08945510699316127,0.28539952842638566,0.0,0.0,0.0,0.0,1.0,true,0.0:8255; 1.0:811,891511ecf639107d764bebff0a2bf75e6782ea4254823b6b9abe181c3e162203,
F1357,Float64,16,0.001762,678,false,0.888264,false,0.888264,0.0,250000000.0,74886.42385947495,3028083.896507232,0.0,0.0,0.0,0.0,672139.9000000007,false,,2cceba3c1687efb87e837402f7cace64c122f0ac7b038b7c5939c540d6768695,
F1358,Float64,16,0.001762,171,false,0.969005,false,0.969005,0.0,3000000.0,5735.473299139642,81294.28304134458,0.0,0.0,0.0,0.0,55100.450000000106,false,,da3f2c6cc246d89d46594b31006b4d2268e9343756b914550e0e7096032c190f,
F1359,Float64,16,0.001762,590,false,0.910545,false,0.910545,0.0,250000000.0,70380.33921023604,3027278.9082610966,0.0,0.0,0.0,0.0,500000.0,false,,d34a6b460d4efe3c9d0d4bdfd19c64add3783b2034533167af88e252c0a93b6e,
F1360,Float64,16,0.001762,2,false,0.885947,false,0.885947,0.0,1.0,0.11405250386057798,0.3178750229629733,0.0,0.0,0.0,0.0,1.0,true,0.0:8032; 1.0:1034,02311e07b5786bab6e61756b4b611a9b224ae42d15a092ef5fcf7c5bcaf8bff5,
F1361,Float64,16,0.001762,2,false,0.966799,false,0.966799,0.0,1.0,0.03320097065960732,0.17916100637936597,0.0,0.0,0.0,0.0,1.0,true,0.0:8765; 1.0:301,ffcad3b6a47e76047d9b80f985cea5a8a1439ff23af052cb253e987cffd81a7c,
F1362,Float64,16,0.001762,2,false,0.913082,false,0.913082,0.0,1.0,0.08691815574674608,0.28171508647626675,0.0,0.0,0.0,0.0,1.0,true,0.0:8278; 1.0:788,c91eab78bf93aeb360f2fbf9e90acb163ece8ef2022b98e13251a197ab9fa003,
F1363,Float64,16,0.001762,669,false,0.885947,false,0.885947,0.0,55857568.78,40853.315070593424,908150.8278691167,0.0,0.0,0.0,0.0,178067.70000000042,false,,c073b82c5f424c03b1a2935b0079ccdac5c412ab88e90c1f62d92b9296d3b188,
F1364,Float64,16,0.001762,235,false,0.966799,false,0.966799,0.0,55857568.78,33253.4308614604,891933.1243129845,0.0,0.0,0.0,0.0,4686.250000000064,false,,ead0c63dc885e1699148e8a19815b3e6a84a8933099c7d9f7488cf3bd33cba5f,
F1365,Float64,16,0.001762,483,false,0.913082,false,0.913082,0.0,10000000.0,9844.728188837413,226353.57005645585,0.0,0.0,0.0,0.0,81060.20000000007,false,,b8c8dc6750331e90035abb7c772f7dae05f6afa23f6399533429cb319a1b805b,
F1366,Float64,10,0.001101,2,false,0.721781,false,0.721781,0.0,1.0,0.27821869488536155,0.4481216940761155,0.0,0.0,0.0,1.0,1.0,true,0.0:6548; 1.0:2524,6bb0e70803db6eb43aad3555990028db2887ccc705c5299910455aca7057d2c8,
F1367,Float64,10,0.001101,2,false,0.830357,false,0.830357,0.0,1.0,0.16964285714285715,0.37531874208899463,0.0,0.0,0.0,0.0,1.0,true,0.0:7533; 1.0:1539,0236bbec4fbad4cea8880341a45f7f2baa7adec0f0a4e17651abb8044602bccb,
F1368,Float64,10,0.001101,2,false,0.839727,false,0.839727,0.0,1.0,0.16027336860670194,0.3668593953031082,0.0,0.0,0.0,0.0,1.0,true,0.0:7618; 1.0:1454,a5324437cb8f869bae488930aaa5e0b70c06cc6bb5474b43226f93cfa1c50453,
F1369,Float64,10,0.001101,681,false,0.717152,false,0.717152,0.0,15000000.0,81997.11364638447,380496.3597714341,0.0,0.0,0.0,15292.5,1242189.9999999895,true,,ed76482f27ee645d538968f7fea5b7c56db7f9574818777da3c064188fc12abf,
F1370,Float64,10,0.001101,470,false,0.830357,false,0.830357,0.0,15000000.0,42714.037367724864,308652.33484659763,0.0,0.0,0.0,0.0,900000.0,true,,00e67ef09cec6ace6899ea163dd7b625b1a82be8c0d08388c0b9aecd5e61cfc5,
F1371,Float64,10,0.001101,389,false,0.839506,false,0.839506,0.0,9800000.0,42877.904320987655,233171.47782449558,0.0,0.0,0.0,0.0,852257.0699999926,true,,ff9479fa16969df90e91bd7bc06fbfb6a2633bdd5983eb3e51ca9e664595fb73,
F1372,Float64,10,0.001101,2,false,0.911045,false,0.911045,0.0,1.0,0.08895502645502645,0.28467881853663085,0.0,0.0,0.0,0.0,1.0,true,0.0:8265; 1.0:807,7bbaafce2b2375a0263f304906f7d6cedc98145cd1a17eb5be25ade99320f3a5,F1048
F1373,Float64,10,0.001101,2,false,0.95172,false,0.95172,0.0,1.0,0.04828042328042328,0.2143581675800725,0.0,0.0,0.0,0.0,1.0,true,0.0:8634; 1.0:438,b8bafcca30cdad60d49c2fdaf0d01ec9d5763476acdc0c393062fe1e2baaec24,F1049
F1374,Float64,10,0.001101,2,false,0.924603,false,0.924603,0.0,1.0,0.07539682539682539,0.2640305742085678,0.0,0.0,0.0,0.0,1.0,true,0.0:8388; 1.0:684,a7cc9c264ec36745cdd5d27b5328f5fd1be161b8e615ddf54f26ddf79e76f944,F1050
F1375,Float64,10,0.001101,605,false,0.911045,false,0.911045,0.0,101475000.0,51584.739883156966,1171045.048137295,0.0,0.0,0.0,0.0,793682.0099999943,false,,19dec4c66c69918bfca2a7ae6b0380cd849c83c5387a4f9a0f32188cbecd7e49,F1051
F1376,Float64,10,0.001101,327,false,0.95172,false,0.95172,0.0,101475000.0,38070.439645061735,1150164.8450684699,0.0,0.0,0.0,0.0,551501.6199999951,false,,26dee0976ccd247656645f0e8abcab2ebcc909fdb93664d6501f415145d65655,F1052
F1377,Float64,10,0.001101,516,false,0.924603,false,0.924603,0.0,101475000.0,39109.009725529104,1105915.9036858848,0.0,0.0,0.0,0.0,551501.6199999951,false,,6437d31eb27cf4da1ab4210d3f8619ce5214d2d5175e7b84b7fae664793f067e,F1053
F1378,Float64,10,0.001101,2,false,0.675265,false,0.675265,0.0,1.0,0.3247354497354497,0.46827592018014863,0.0,0.0,0.0,1.0,1.0,true,0.0:6126; 1.0:2946,0ba740a027110d7c5163e2048a058b4944530b183a032e03e3b75c37a3126318,
F1379,Float64,10,0.001101,2,false,0.948413,false,0.051587,0.0,1.0,0.9484126984126984,0.22119234141859972,0.0,1.0,1.0,1.0,1.0,true,1.0:8604; 0.0:468,90a9c78d800517528cd0fc66e13e9e2d9e7f890a089a4c9b86baf89ce53e7194,
F1380,Float64,10,0.001101,2,false,0.949515,false,0.050485,0.0,1.0,0.9495149911816578,0.2189435377053958,0.0,1.0,1.0,1.0,1.0,true,1.0:8614; 0.0:458,798262e0d9c0945df357f0e3736ecced96088e80ddb1ba1588c74e47d048183b,
F1381,Float64,10,0.001101,5191,false,0.027447,false,0.027447,0.0,7211344930.0,6992553.019113756,143629371.56738394,0.0,55419.25,166109.5,684762.025,71159998.39629622,false,,a3a92e7cb5d34e1c1c27d58e2c47ea1f7bd4ab2ace62f6f2ab0d21ed2e3b6633,
F1382,Float64,10,0.001101,3742,false,0.050816,false,0.049934,0.0,7211345015.0,6069293.616420856,128132163.1911972,0.0,50000.0,114406.0,554249.25,55608999.99999801,false,,b3e3d192160db55822129a4b0b3f2b1221e980c9ef898cf9146c84928765d2d2,
F1383,Float64,10,0.001101,2671,false,0.07231,false,0.041336,0.0,7000000000.0,5336829.71321208,117045587.10781135,0.0,28882.5,98000.0,400000.0,55754953.55569798,false,,0adb81478e135fb90153811d95a5964dde2dd2c46fc53edb346a1e33f1f68b7c,
F1384,Float64,10,0.001101,2,false,0.531966,false,0.468034,0.0,1.0,0.5319664902998237,0.49897709716770694,0.0,0.0,1.0,1.0,1.0,true,1.0:4826; 0.0:4246,9c86f72bf9b0eafdbdc82f52fab2e46dfd7e17b50ac3bbb45ab33de96c9f1c93,
F1385,Float64,10,0.001101,2,false,0.88459,false,0.11541,0.0,1.0,0.8845899470899471,0.31951615389108534,0.0,1.0,1.0,1.0,1.0,true,1.0:8025; 0.0:1047,7fe001a9285aca0683a8130f41eeeca2ae1dfa330c1b34bc25e39a003f777478,
F1386,Float64,10,0.001101,2,false,0.917549,false,0.082451,0.0,1.0,0.9175485008818343,0.27505135777038603,0.0,1.0,1.0,1.0,1.0,true,1.0:8324; 0.0:748,f7fcfc1733232ffbb495e621755797766f7465f5356de820ba81ece1487fc0d7,
F1387,Float64,10,0.001101,4326,false,0.054012,false,0.054012,0.0,7211345015.0,6396291.287271826,140134409.79977638,0.0,49999.0,116026.0,547350.475,60000000.0,false,,0a5d51b3f92479e1d22d6748f5ab72a96c16adcab210cd444578ba6034c6615b,
F1388,Float64,10,0.001101,3245,false,0.114308,false,0.114308,0.0,7211345015.0,5607873.916874999,127762817.40882058,0.0,28085.47,90000.0,401511.93,45579999.99999811,false,,c53d06df48ad29491c32935c570ba1d187f470195ec83c007c8d2d48942f6be2,
F1389,Float64,10,0.001101,2424,false,0.075397,false,0.075397,0.0,7000000000.0,4048607.782091049,98623636.05122294,0.0,25000.0,86979.28,300000.0,40000000.0,false,,71501314add026b3be09a9264634a1ca7d13fdab36bdf8c7f311d43351b47452,
F1390,Float64,10,0.001101,2,false,0.531966,false,0.468034,0.0,1.0,0.5319664902998237,0.49897709716770694,0.0,0.0,1.0,1.0,1.0,true,1.0:4826; 0.0:4246,9c86f72bf9b0eafdbdc82f52fab2e46dfd7e17b50ac3bbb45ab33de96c9f1c93,F1384
F1391,Float64,10,0.001101,2,false,0.88459,false,0.11541,0.0,1.0,0.8845899470899471,0.31951615389108534,0.0,1.0,1.0,1.0,1.0,true,1.0:8025; 0.0:1047,7fe001a9285aca0683a8130f41eeeca2ae1dfa330c1b34bc25e39a003f777478,F1385
F1392,Float64,10,0.001101,2,false,0.917549,false,0.082451,0.0,1.0,0.9175485008818343,0.27505135777038603,0.0,1.0,1.0,1.0,1.0,true,1.0:8324; 0.0:748,f7fcfc1733232ffbb495e621755797766f7465f5356de820ba81ece1487fc0d7,F1386
